340b60e0d2ad901330b97780bc912e58544c0f47,SOKKKYA12A8C142A48,7
340b60e0d2ad901330b97780bc912e58544c0f47,SOSYCHD12AB0184352,2
340b60e0d2ad901330b97780bc912e58544c0f47,SOBALUW12AAF3B2656,9
340b60e0d2ad901330b97780bc912e58544c0f47,SOVQIZA12AB018434F,2
340b60e0d2ad901330b97780bc912e58544c0f47,SOGEPVG12A8C1338E7,1
340b60e0d2ad901330b97780bc912e58544c0f47,SOAEVHX12A8C145E7E,5
340b60e0d2ad901330b97780bc912e58544c0f47,SOROBAE12AB0180ABB,8
340b60e0d2ad901330b97780bc912e58544c0f47,SOCIGMX12A8C144150,5
340b60e0d2ad901330b97780bc912e58544c0f47,SOOVSVD12A8C142A09,7
340b60e0d2ad901330b97780bc912e58544c0f47,SOXJFFO12AAF3B3F4D,7
340b60e0d2ad901330b97780bc912e58544c0f47,SOAFLLJ12A8C133C8D,1
340b60e0d2ad901330b97780bc912e58544c0f47,SOVOFOV12A8C142597,6
340b60e0d2ad901330b97780bc912e58544c0f47,SOOIQGB12A8C145EB5,6
340b60e0d2ad901330b97780bc912e58544c0f47,SORTBMK12AAF3B3B93,5
55a9ec2cb2671f5cd4ec821790e00a1fb48f38ff,SOZCFFJ12AB0181564,5
55a9ec2cb2671f5cd4ec821790e00a1fb48f38ff,SOXGSGE12A8C13B6A4,9
55a9ec2cb2671f5cd4ec821790e00a1fb48f38ff,SOKUEJO12A6701F6CC,9
55a9ec2cb2671f5cd4ec821790e00a1fb48f38ff,SONHVVE12AB018D038,1
55a9ec2cb2671f5cd4ec821790e00a1fb48f38ff,SOPRQRO12AB018906E,1
55a9ec2cb2671f5cd4ec821790e00a1fb48f38ff,SOAEMPE12A6D4F6B62,2
d171b43d8612150b6c70b6a26f15de3d45949654,SOSNJIT12A8159E8DB,42
d171b43d8612150b6c70b6a26f15de3d45949654,SODXNRQ12A8151B860,1
d171b43d8612150b6c70b6a26f15de3d45949654,SODGVGW12AC9075A8D,1
d171b43d8612150b6c70b6a26f15de3d45949654,SOHTZUF12A8C13582B,2
d171b43d8612150b6c70b6a26f15de3d45949654,SOSXTWL12A6D4F8A77,1
d171b43d8612150b6c70b6a26f15de3d45949654,SOTBVMH12A8C135E0E,1
d171b43d8612150b6c70b6a26f15de3d45949654,SOTJQZN12AF72AA288,1
d171b43d8612150b6c70b6a26f15de3d45949654,SOPKPSQ12A58A7A5E4,2
d171b43d8612150b6c70b6a26f15de3d45949654,SOZHUUI12A6701D7B6,11
d171b43d8612150b6c70b6a26f15de3d45949654,SOQQAAQ12A67ADE34D,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOMTLAQ12A6D4F7D59,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOPAZTQ12A58A79836,2
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOHGETI12A6310DFC9,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOLWGPF12AB0181F45,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOQGLIV12A8C13A273,2
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOSRJRK12AB0186FF4,3
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SODACQU12A67AE0C88,2
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOTMYLL12A58A7BA66,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOHDQKM12AB017D3C5,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOMNQCT12A8C13C8F8,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOGSPYE12A6D4F9CA6,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOWOKSG12A6D4F9D0C,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOOTYVJ12A8C14184B,1
18423c00dbb9edc779e1c2e748095eaa6c9a933f,SOXFAAK12A6D4FDC42,1
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SOJAVEU12A58A7D01C,1
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SOKMAWK12AB018817E,1
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SOWMYTP12A58A7A3FC,2
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SOTOKSY12AB017E7FE,1
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SODZDBP12A8C1442C2,2
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SOZCGWD12A81C23795,10
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SOHXSVQ12A8C1442B1,3
5fce3a2a1b6d7a41897f22bfdc026f34dd6b025a,SOMMOQI12AC468A0AE,1
04da46f91772c8e6bf299878d2006c5696e34f39,SOTSRUQ12A81C22359,1
04da46f91772c8e6bf299878d2006c5696e34f39,SOTXHKR12AB018507F,1
04da46f91772c8e6bf299878d2006c5696e34f39,SOGEFOF12A81C2235D,1
04da46f91772c8e6bf299878d2006c5696e34f39,SONAISQ12A81C2236D,1
04da46f91772c8e6bf299878d2006c5696e34f39,SONMBPQ12A6D4F95A3,1
04da46f91772c8e6bf299878d2006c5696e34f39,SOJITNW12A8C13D951,1
caedebddc38a197805ac28283ff5eec20233a088,SOFPXFY12A6701C5C3,1
caedebddc38a197805ac28283ff5eec20233a088,SOLRBSH12AB018AE7B,1
caedebddc38a197805ac28283ff5eec20233a088,SOIFFBE12A6D4FB4E6,5
caedebddc38a197805ac28283ff5eec20233a088,SOSQJWM12A6D4F79E0,5
caedebddc38a197805ac28283ff5eec20233a088,SOGPNGN12A8C143969,1
caedebddc38a197805ac28283ff5eec20233a088,SOEVEME12A58A7DA69,1
caedebddc38a197805ac28283ff5eec20233a088,SODWFXL12A6D4FB509,3
caedebddc38a197805ac28283ff5eec20233a088,SOIJAMG12A8AE47E21,1
caedebddc38a197805ac28283ff5eec20233a088,SOVIUZY12AF72AB1D2,1
caedebddc38a197805ac28283ff5eec20233a088,SOECCON12A6D4FDBCE,1
caedebddc38a197805ac28283ff5eec20233a088,SOUUZPU12A6701FB90,1
caedebddc38a197805ac28283ff5eec20233a088,SOJGZXL12A6D4F2980,2
caedebddc38a197805ac28283ff5eec20233a088,SOMTLPL12A6702085A,9
caedebddc38a197805ac28283ff5eec20233a088,SOZVVRE12A8C143150,15
1efcfebf7386314dc0753d54839066e739f9ab08,SORBZQM12A6D4F97AC,1
1efcfebf7386314dc0753d54839066e739f9ab08,SOPZKGR12A6D4F3F3A,1
1efcfebf7386314dc0753d54839066e739f9ab08,SOFDKMR12A8C13F3B8,1
1efcfebf7386314dc0753d54839066e739f9ab08,SOHYHMJ12A6D4F615E,1
1efcfebf7386314dc0753d54839066e739f9ab08,SOYWYRB12A58A7C438,1
1efcfebf7386314dc0753d54839066e739f9ab08,SOOTIKQ12AB017E140,2
