userId,movieId,tag,timestamp
159555,135625,fancy clothes,1527258081
159555,135625,forest,1527258077
159555,135625,killers,1527258075
159555,135625,murderers,1527258073
159555,135625,vissually appealing,1527258064
159555,135625,vissually stunning,1527258061
159555,135852,Ben Ripley,1458671821
159555,135852,boy,1458671862
159555,135852,Drama,1458670639
159555,135852,Dustin Hoffman,1458670665
159555,135852,François Girard,1458670655
159555,135852,Garrett Wareing,1458670753
159555,135852,Kathy Bates,1458670729
159555,135852,Kevin McHale,1458670689
159555,135852,Music,1458671880
159555,135852,River Alexander,1458670783
159555,136204,architecture,1457347162
159555,136204,brazil,1457347027
159555,136204,class differences,1457347236
159555,136204,employer employee relationship,1457347076
159555,136204,exam,1457347017
159555,136204,housekeeper,1457347041
159555,136204,mother daughter relationship,1457347208
159555,136204,social commentary,1457347013
159555,136204,studying for an exam,1457347176
159555,136204,upper class,1457347220
159555,136598,penis joke,1469447282
159555,136598,Writer: John Francis Daley,1469447116
159555,136598,Writer: John Hughes,1469447204
159555,136598,Writer: Jonathan M. Goldstein,1469447118
159555,137337,alcoholism,1454869326
159555,137337,depression,1454869340
159555,137337,jazz,1454869416
159555,137337,musicians,1454869313
159555,137337,reviewed,1454869392
159555,137337,rhythm & blues,1454869442
159555,139148,india,1463496943
159555,139385,adventurous,1458660054
159555,139385,cinematography,1458660037
159555,139385,Director: Alejandro G. Iñárritu,1467049024
159555,139385,Drama,1458660017
159555,139385,extreme animal violence,1458660015
159555,139385,golden globe,1458660047
159555,139385,leonardo DiCarpio,1458660001
159555,139385,survival,1458659980
159555,139385,tom hardy,1458660072
159555,139385,Western,1458660003
159555,139385,wilderness,1458660081
159555,139385,Writer: Alejandro G. Iñárritu,1467049022
159555,139385,Writer: Mark L. Smith,1467049020
159555,139385,Writer: Michael Punke,1467049018
159555,139489,Christopher Lee,1492593808
159555,139489,soundtrack: Michael Csányi-Wills,1492594010
159555,139489,soundtrack: Sue Jones,1492594010
159555,139644,Director: Denis Villeneuve,1467298852
159555,139644,Writer: Taylor Sheridan,1467298861
159555,139797,Director: Alex Winter,1494880608
159555,139797,Writer: Eric Falconer,1494880656
159555,139797,Writer: Steve Marmel,1494880654
159555,140174,based on a book,1455875495
159555,140174,based on novel,1455875720
159555,140174,birthday cake,1455875996
159555,140174,boy,1455875787
159555,140174,brie larson,1455875515
159555,140174,drama,1455875519
159555,140174,escape,1455875619
159555,140174,father daughter relationship,1455875882
159555,140174,freedom,1455876018
159555,140174,imprisonment,1455875685
159555,140174,kidnapping,1455875651
159555,140174,little boy,1455875933
159555,140174,locked in a room,1455875891
159555,140174,mother daughter relationship,1455875951
159555,140174,mother son relationship,1455875598
159555,140174,news report,1455875987
159555,140174,police search,1455875822
159555,140174,rape,1455875802
159555,140174,room,1455875738
159555,140174,shed,1455875755
159555,140174,tooth,1455875663
159555,140174,unlawful confinement,1455875845
159555,140174,wool hat,1455875910
159555,140529,Ciaran Foy,1460344310
159555,140529,horror,1460344296
159555,140549,cloth,1464598851
159555,140549,color,1464598852
159555,140549,dance,1464598854
159555,140715,Gang,1463892943
159555,140715,Gangs,1463892836
159555,140818,Director: Mark Atkins,1495202454
159555,141060,Drama,1460267219
159555,141060,Great Direction,1460267178
159555,141060,Neeraj Ghaywan,1460267225
159555,141060,Richa Chadda,1460267188
159555,141060,ring,1460267312
159555,141060,Sanjay Mishra,1460267190
159555,141060,Story,1460267176
159555,141060,Surreal,1460267196
159555,141060,train,1460267268
159555,141060,Vicky Kaushal,1460267202
159555,141501,Cooper Huckabee,1486473526
159555,141501,Director: Griff Furst,1486473492
159555,141501,Elise Fyke,1486473544
159555,141501,Leigh Hennessy,1486473589
159555,141501,Mariah Bonner,1486473493
159555,141866,Anton Yelchin,1468165614
159555,141866,attack dogs,1468165593
159555,141866,Director: Jeremy Saulnier,1468165619
159555,141866,framed,1468165599
159555,141866,Imogen Poots,1468165616
159555,141866,neo-Nazis,1468165596
159555,141866,survival,1468165590
159555,141866,trapped inside,1468165602
159555,141866,white supremacists,1468165612
159555,141866,Writer: Jeremy Saulnier,1468165617
159555,141926,feminism,1468166425
159555,141926,feminist,1468166423
159555,142058,Director: Hawley Pratt,1493796462
159555,142058,Writer: Dr. Seuss,1493796459
159555,142113,poetry,1471202147
159555,142113,Writer: Kahlil Gibran,1471202136
159555,142113,Writer: Roger Allers,1471202134
159555,142258,Stevan Riley,1455122464
159555,142422,Anthony Mackie,1459334071
159555,142422,Christmas,1459333985
159555,142422,Christmas Eve,1459333988
159555,142422,Comedy,1459334010
159555,142422,drugs,1459333991
159555,142422,feel good flick,1459333996
159555,142422,Jillian Bell,1459334095
159555,142422,Joseph Gordon-Levitt,1459334044
159555,142422,"Lizzy Caplan,",1459334085
159555,142422,Seth Rogen,1459334056
159555,142488,Boston,1454817197
159555,142488,Catholicism,1454817214
159555,142488,child abuse,1454817231
159555,142488,Christianity,1454817244
159555,142488,Dialogues,1454817468
159555,142488,journalism,1454817279
159555,142488,religion,1454817304
159555,142507,1970s,1457027198
159555,142507,audience,1457027156
159555,142507,camera,1457027289
159555,142507,chair,1457027178
159555,142507,chess,1457027057
159555,142507,chess master,1457027356
159555,142507,chess player,1457027341
159555,142507,chess prodigy,1457027121
159555,142507,chess tournament,1457027323
159555,142507,cold war,1457027102
159555,142507,Edward Zwick,1457027368
159555,142507,iceland,1457027258
159555,142507,madness,1457027306
159555,142507,russian,1457027272
159555,142604,fall to death,1457086214
159555,142604,ghost,1457086095
159555,142604,halloween,1457085872
159555,142604,halloween parade,1457086082
159555,142604,Jack Fulton,1457086051
159555,142604,kidnapping,1457085889
159555,142604,Lyriq Bent,1457086000
159555,142604,nicolas cage,1457085906
159555,142604,rescue,1457086131
159555,142604,reunited with parent,1457086164
159555,142604,scene during end credits,1457086145
159555,142604,Uli Edel,1457085952
159555,143389,Director: Nick Morris,1493929297
159555,143476,Writer: Michael Moore,1489139957
159555,143511,documentary,1455124670
159555,143515,corpse,1526490538
159555,143515,death,1526490536
159555,143515,Eisenstein,1526490533
159555,143515,gay,1526490531
159555,143515,Mexico,1526490529
159555,143515,multiscreen,1526490527
159555,143515,mummy,1526490525
159555,143515,room,1526490523
159555,143515,Soviet,1526490521
159555,143515,tracking shot,1526490519
159555,143515,Upton Sinclair,1526490517
159555,143547,Director: Laurence Connor,1493387570
159555,143547,Director: Nick Morris,1493387568
159555,143547,Ramin Karimloo,1493387567
159555,143547,Sierra Boggess,1493387565
159555,143547,Writer: Andrew Lloyd Webber,1493387573
159555,143547,Writer: Gaston Leroux,1493387576
159555,143547,Writer: Richard Stilgoe,1493387571
159555,143713,Drama,1459409380
159555,143990,Director: Adam Smith,1467298977
159555,143990,Director: Dearbhla Walsh,1467298975
159555,143990,Director: Diarmuid Lawrence,1467298973
159555,143990,Writer: Andrew Davies,1467298971
159555,143990,Writer: Charles Dickens,1467298970
159555,145150,Caroline Goodall,1460077720
159555,145150,dissapointing,1460077669
159555,145150,Drama,1460077673
159555,145150,Fashion,1460077675
159555,145150,Hugo Weaving,1460077677
159555,145150,Jocelyn Moorhouse,1460077786
159555,145150,Judy Davis,1460077731
159555,145150,Kate Winslet,1460077680
159555,145150,Liam Hemsworth,1460077711
159555,145150,P.J. Hogan,1460077770
159555,145150,Revenge,1460077682
159555,145150,Rosalie Ham,1460077756
159555,146922,Jennifer Connelly,1496005143
159555,146922,Writer: Paul Bettany,1496005093
159555,147364,Abigail Schrader,1472163463
159555,147364,blood,1472163711
159555,147364,Brendan Patrick Connor,1472163505
159555,147364,dinosaur,1472163689
159555,147364,Director: Dale Fabrigar,1472163435
159555,147364,Director: Everette Wallin,1472163434
159555,147364,Everette Wallin,1472163547
159555,147364,government,1472163601
159555,147364,Melanie Lyons,1472163579
159555,147364,Samantha Lester,1472163475
159555,147410,cow herder,1457680455
159555,147410,humanitarian,1457680440
159555,147410,informative,1457680277
159555,147410,landmine,1457680386
159555,147410,realistic,1457680298
159555,147410,rope,1457680364
159555,147410,soldier,1457680351
159555,147410,translator,1457680405
159555,147410,true,1457680301
159555,147410,volunteer,1457680333
159555,148054,Director: P.J.C. Janssen,1467049053
159555,148280,Cesc Gay,1458285727
159555,148280,Drama,1458285710
159555,148280,Javier Cámara,1458285755
159555,148280,Ricardo Darín,1458285768
159555,148369,acting,1455427969
159555,148369,bus,1455427400
159555,148369,Cliche,1455427846
159555,148369,cliff,1455427725
159555,148369,climbing,1455427673
159555,148369,disaster,1455427705
159555,148369,disaster movie,1455427768
159555,148369,drowning,1455427693
159555,148369,father son relationship,1455427765
159555,148369,fjord,1455427366
159555,148369,hotel,1455427445
159555,148369,hotel reception,1455427388
159555,148369,John Kåre Raake,1455427560
159555,148369,last day on the job,1455427418
159555,148369,mountain,1455427604
159555,148369,norway,1455427379
159555,148369,Roar Uthaug,1455427533
159555,148369,sea,1455427999
159555,148369,skateboard,1455427475
159555,148369,tourism,1455427466
159555,151113,bittersweet,1495391004
159555,151113,Director: Hannes Holm,1495390990
159555,151113,drama,1495391016
159555,151113,grumpy,1495391006
159555,151113,old age,1495391010
159555,151113,Swedish,1495391008
159555,151113,Writer: Fredrik Backman,1495390986
159555,151113,Writer: Hannes Holm,1495390984
159555,151597,photography,1493562580
159555,151629,1300s,1455476355
159555,151629,accused of witchcraft,1455475653
159555,151629,bare breasts,1455475865
159555,151629,betrayal,1455475912
159555,151629,black death,1455475546
159555,151629,blouse ripping,1455475732
159555,151629,bridge,1455476195
159555,151629,bridge building,1455475959
159555,151629,bridge collapse,1455475934
159555,151629,corruption,1455476055
159555,151629,cow dung,1455475711
159555,151629,embezzlement,1455476035
159555,151629,historical fiction,1455476205
159555,151629,hundred years war,1455475525
159555,151629,incest overtones,1455475843
159555,151629,lesbian nun,1455476127
159555,151629,marital rape,1455476010
159555,151629,massacre,1455475985
159555,151629,misogyny,1455475593
159555,151629,monastery,1455476172
159555,151629,monk,1455476140
159555,151629,murder,1455476249
159555,151629,naturopath,1455475816
159555,151629,nun,1455476228
159555,151629,plague,1455476292
159555,151629,rape,1455476271
159555,151629,skinny dipping,1455475794
159555,151629,third nipple,1455475768
159555,151629,tv mini series,1455475582
159555,151629,wiccan,1455476303
159555,151629,witch,1455476343
159555,151629,witch hunt,1455475874
159555,151645,Israel,1466955175
159555,151645,Jerusalem,1466955178
159555,152017,Emilia Clarke,1477356658
159555,152017,Sam Claflin,1477356634
159555,152029,bi-polar disorder,1526490028
159555,152029,Bruce Altman,1525652518
159555,152029,Christine Lahti,1525652516
159555,152029,Director: Paul Dalio,1525652535
159555,152029,Katie Holmes,1525652513
159555,152029,Luke Kirby,1525652515
159555,152029,New York City,1526490024
159555,152029,Writer: Paul Dalio,1525652539
159555,152065,Adventure,1465791792
159555,152065,Antonio Bolivar,1465791791
159555,152065,cinematography,1468548705
159555,152065,Director: Ciro Guerra,1465791485
159555,152065,dream-like,1468548708
159555,152065,History,1465791794
159555,152065,Jan Bijvoet,1465791789
159555,152065,Nilbio Torres,1465791786
159555,152065,Richard Evans Schultes,1465791785
159555,152065,Theodor Koch-Grunberg,1465791783
159555,152065,Writer: Ciro Guerra,1465791779
159555,152065,Writer: Jacques Toulemonde Vidal,1465791781
159555,152077,Director: Dan Trachtenberg,1464669225
159555,152077,john goodman,1464669341
159555,152077,Mary Elizabeth Winstead,1464671808
159555,152077,Writer: Damien Chazelle,1464669302
159555,152077,Writer: Josh Campbell,1464669254
159555,152077,Writer: Matthew Stuecken,1464669265
159555,152081,Director: Byron Howard,1465401900
159555,152081,Director: Jared Bush,1465401896
159555,152081,Director: Rich Moore,1465401898
159555,152081,Writer: Byron Howard,1465401937
159555,152081,Writer: Dan Fogelman,1465402154
159555,152081,Writer: Jared Bush,1465401938
159555,152081,Writer: Jennifer Lee,1465402157
159555,152081,Writer: Jim Reardon,1465402159
159555,152081,Writer: Josie Trinidad,1465402161
159555,152081,Writer: Phil Johnston,1465402158
159555,152081,Writer: Rich Moore,1465402152
159555,152179,director: Kevin Carraway,1526490617
159555,155541,Alex Ozerov,1486953972
159555,155541,Bea Santos,1486953969
159555,155541,Director: Florian Cossen,1486953968
159555,155541,Krista Bridges,1486953970
159555,155715,anxiety,1468462771
159555,155715,army,1468462982
159555,155715,beach,1468462919
159555,155715,bodyguard,1468462983
