userId,movieId,rating,timestamp
51289,107348,2.5,1440124820
51289,107352,3.5,1654312448
51289,107406,2.0,1627078032
51289,107436,1.5,1408654026
51289,107684,1.0,1404699998
51289,107747,1.5,1410661906
51289,107769,2.5,1418535790
51289,107771,2.5,1449285907
51289,107877,1.5,1423632480
51289,108188,3.5,1415504295
51289,108243,1.0,1427498558
51289,108313,2.0,1574036652
51289,108497,1.0,1451687102
51289,108571,4.0,1411666649
51289,108599,1.0,1404357327
51289,108689,1.0,1517518537
51289,108932,3.0,1421206988
51289,109374,3.5,1421639364
51289,109487,3.0,1441329647
51289,109578,3.0,1426815192
51289,109580,3.0,1445915170
51289,109607,1.0,1645584759
51289,109738,1.5,1559681150
51289,109848,0.5,1432233109
51289,110127,2.0,1431623810
51289,110179,3.5,1433985112
51289,110225,4.5,1439846363
51289,110387,4.0,1572921142
51289,110560,3.5,1433985063
51289,110586,2.5,1442885388
51289,110591,2.0,1448335720
51289,110611,3.0,1433991498
51289,110651,2.5,1437701966
51289,110748,2.5,1451705493
51289,110796,1.5,1648136810
51289,111287,1.0,1411666624
51289,111373,2.0,1451705411
51289,111443,2.0,1456523092
51289,111551,1.0,1432204786
51289,111622,4.0,1435713149
51289,111657,4.0,1433992693
51289,111663,1.0,1445827548
51289,111696,4.5,1440978734
51289,111743,3.0,1517602161
51289,111759,1.5,1470957793
51289,111781,2.0,1474476449
51289,111921,2.5,1454461078
51289,112138,3.0,1636501360
51289,112171,2.0,1545019116
51289,112175,2.5,1612881396
51289,112183,1.0,1449370443
51289,112283,3.0,1411666916
51289,112290,3.0,1435024896
51289,112519,3.0,1502754683
51289,112552,2.5,1445564234
51289,112556,4.0,1441851030
51289,112582,3.0,1476470231
51289,112623,2.5,1435619941
51289,112653,2.5,1653561565
51289,112655,0.5,1455075107
51289,112727,2.0,1440292315
51289,112804,1.0,1476049426
51289,112818,2.5,1439411499
51289,112852,1.5,1428200849
51289,112895,3.5,1412382919
51289,113139,3.5,1428277000
51289,113207,3.5,1616293975
51289,113252,1.0,1456389006
51289,113275,1.0,1543018486
51289,113302,2.5,1541810284
51289,113505,3.5,1541394517
51289,113565,3.5,1420513960
51289,113640,3.0,1508537552
51289,113741,1.5,1663538404
51289,113769,1.0,1446819560
51289,113780,1.0,1435803196
51289,113829,3.5,1570597610
51289,113862,3.0,1634251486
51289,113906,2.0,1627340832
51289,114044,1.5,1439773853
51289,114138,3.5,1426460219
51289,114180,1.5,1618439601
51289,114184,2.0,1596747265
51289,114263,2.5,1590959407
51289,114563,3.5,1445741417
51289,114573,2.0,1428380427
51289,114662,3.5,1451621427
51289,114704,2.0,1685605923
51289,114713,2.0,1439330356
51289,114766,1.5,1451534539
51289,114795,2.0,1462149357
51289,114834,3.5,1412951349
51289,114935,1.5,1573932385
51289,114984,3.0,1439331233
51289,115122,2.5,1505410221
51289,115149,1.0,1609041884
51289,115210,3.0,1463961565
51289,115244,1.0,1453162969
51289,115263,1.5,1671409775
51289,115534,1.0,1445390176
51289,115569,3.5,1447541387
51289,115617,2.0,1452399013
51289,115713,2.5,1449542982
51289,115761,1.0,1414985578
51289,116128,1.5,1453109016
51289,116191,2.0,1591567856
51289,116397,1.5,1467508805
51289,116433,1.0,1434832907
51289,116493,1.0,1482841387
51289,116503,2.0,1461919749
51289,116666,3.5,1439412364
51289,116770,1.5,1454638648
51289,116797,3.5,1437795285
51289,116887,2.0,1526599557
51289,116897,1.5,1455510760
51289,116909,1.0,1590724373
51289,116989,2.5,1529962093
51289,117111,4.5,1428277180
51289,117121,1.0,1452400214
51289,117176,3.5,1445474102
51289,117364,4.0,1610814874
51289,117434,1.0,1471825313
51289,117444,3.0,1518212921
51289,117529,3.5,1606880728
51289,117545,2.0,1548404157
51289,117549,1.5,1479256747
51289,117590,3.5,1446213004
51289,117867,3.5,1533243449
51289,117881,4.0,1474449617
51289,117887,3.5,1550877196
51289,117964,3.0,1438047762
51289,118036,1.5,1428380705
51289,118189,2.5,1555647239
51289,118260,1.0,1452468400
51289,118332,1.5,1584309491
51289,118334,3.5,1438140160
51289,118542,4.5,1437396924
51289,118696,2.0,1446290416
51289,118700,3.0,1459343726
51289,118850,1.5,1439412420
51289,118892,4.5,1432234470
51289,118898,3.0,1459216391
51289,118922,1.0,1431020307
51289,118966,1.0,1451622688
51289,118997,1.5,1540596715
51289,119145,2.5,1459047254
51289,119583,3.5,1426445192
51289,119830,1.5,1578560990
51289,120136,1.5,1598313726
51289,120321,3.0,1439331515
51289,120458,1.5,1453197354
51289,120799,2.5,1530816547
51289,120825,1.5,1472762492
51289,121111,5.0,1443491083
51289,121126,3.5,1439515193
51289,121141,3.5,1578560994
51289,121171,3.5,1508111863
51289,121188,1.0,1440469955
51289,121196,1.0,1439336173
51289,121231,4.0,1447719590
51289,121277,0.5,1578560987
51289,121324,2.0,1553559348
51289,121338,4.0,1426445299
51289,121340,3.5,1426475734
51289,121342,4.0,1426445243
51289,121477,2.5,1425954610
51289,121799,1.5,1439165397
51289,122088,0.5,1430014886
51289,122100,3.5,1446291551
51289,122102,1.0,1440293120
51289,122272,2.0,1563154538
51289,122441,1.0,1573643967
51289,122482,2.0,1438753690
51289,122647,0.5,1432233902
51289,122781,2.0,1439331387
51289,122791,4.0,1447720502
51289,122809,1.0,1440212099
51289,122882,1.0,1457304917
51289,122884,1.0,1461395162
51289,122886,3.0,1472490967
51289,122892,2.0,1473460027
51289,122904,3.0,1611482854
